no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,income_to_loan_ratio,total_assets
0,1,1,1200000,3000000,4,827,3200000,600000,2300000,1500000,0.4,6100000
1,1,0,8400000,23400000,14,437,15400000,5800000,33400000,8100000,0.358974358974359,54600000
1,0,1,9000000,22800000,10,412,0,15600000,32000000,4700000,0.39473684210526316,47600000
2,1,1,2800000,7000000,2,834,500000,2900000,8100000,1300000,0.4,11500000
0,1,0,8700000,30200000,10,447,14200000,14800000,28200000,6100000,0.28807947019867547,57200000
2,1,0,2100000,5100000,12,674,2200000,3200000,6400000,2400000,0.4117647058823529,11800000
4,1,0,3800000,14900000,20,428,6500000,3500000,12200000,2500000,0.2550335570469799,22200000
5,0,0,4400000,15300000,4,401,200000,5400000,17500000,2400000,0.2875816993464052,23100000
1,1,1,7800000,17200000,4,597,3700000,12700000,17400000,8500000,0.45348837209302323,33800000
4,0,0,4200000,16800000,6,381,9600000,3800000,14800000,5900000,0.25,28200000
5,0,0,800000,2600000,6,560,100000,200000,3000000,1000000,0.3076923076923077,3300000
0,1,1,1900000,5700000,18,699,5500000,200000,6500000,2000000,0.3333333333333333,12200000
1,1,0,300000,1200000,4,342,800000,100000,1100000,200000,0.25,2000000
3,0,0,1300000,3100000,14,348,1500000,600000,3900000,600000,0.41935483870967744,6000000
3,0,0,4700000,9600000,10,545,5200000,7200000,12000000,5300000,0.4895833333333333,24400000
3,0,1,5100000,20400000,6,754,1700000,2600000,11800000,7600000,0.25,16100000
5,1,1,4900000,14300000,4,663,8500000,6100000,19600000,5500000,0.34265734265734266,34200000
2,0,0,9400000,23100000,4,488,20100000,3500000,28600000,10900000,0.4069264069264069,52200000
1,0,0,6000000,21200000,12,549,17900000,8200000,16900000,6200000,0.2830188679245283,43000000
2,0,0,6700000,21400000,8,370,3200000,11800000,20100000,8600000,0.3130841121495327,35100000
2,1,0,2000000,4300000,16,497,5100000,200000,5700000,2800000,0.46511627906976744,11000000
4,1,1,5500000,13400000,10,880,300000,800000,19900000,2800000,0.41044776119402987,21000000
3,0,1,6500000,22400000,6,488,16800000,11700000,21700000,6800000,0.29017857142857145,50200000
3,1,0,6900000,26000000,14,828,14800000,4200000,18500000,3600000,0.2653846153846154,37500000
2,0,0,3800000,11400000,6,706,1000000,4000000,12100000,2800000,0.3333333333333333,17100000
3,0,1,7300000,21600000,20,557,1900000,3800000,26400000,9300000,0.33796296296296297,32100000
2,0,0,1400000,4700000,4,355,2100000,600000,4400000,1400000,0.2978723404255319,7100000
3,0,0,7700000,25300000,18,662,3400000,11400000,19100000,9900000,0.30434782608695654,33900000
0,1,0,1100000,4300000,18,828,700000,800000,2900000,900000,0.2558139534883721,4400000
4,1,1,4200000,11500000,6,551,10600000,7600000,11300000,5000000,0.3652173913043478,29500000
5,1,1,8600000,26300000,10,843,23300000,9800000,18100000,11300000,0.3269961977186312,51200000
0,1,1,8600000,23600000,2,361,25800000,5300000,24700000,7500000,0.3644067796610169,55800000
5,1,0,9200000,28000000,8,527,18700000,7700000,24400000,6400000,0.32857142857142857,50800000
1,1,1,9700000,24700000,14,600,13600000,14000000,35500000,6700000,0.39271255060728744,63100000
5,1,0,900000,2800000,16,808,2100000,900000,3100000,800000,0.32142857142857145,6100000
2,0,0,3700000,13400000,16,393,6400000,600000,14200000,3500000,0.27611940298507465,21200000
5,1,0,1800000,5400000,14,347,3800000,1300000,4900000,1700000,0.3333333333333333,10000000
4,1,0,2000000,6000000,12,837,1300000,1900000,6300000,2300000,0.3333333333333333,9500000
0,0,0,4700000,14400000,14,881,11000000,6100000,17600000,2400000,0.3263888888888889,34700000
3,0,1,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0.3560606060606061,23900000
4,0,0,8500000,17800000,4,698,6700000,4300000,28600000,8000000,0.47752808988764045,39600000
3,0,0,3200000,10100000,20,704,3400000,4800000,9000000,3900000,0.31683168316831684,17200000
1,1,0,300000,1100000,12,443,600000,400000,1200000,200000,0.2727272727272727,2200000
1,0,1,3300000,11700000,4,682,3500000,5500000,12300000,1600000,0.28205128205128205,21300000
0,0,1,7500000,28900000,10,632,21700000,10700000,24700000,9900000,0.25951557093425603,57100000
2,0,0,8400000,23100000,6,689,5700000,2500000,18900000,11900000,0.36363636363636365,27100000
5,1,0,6000000,19700000,20,376,14700000,10700000,17100000,5500000,0.30456852791878175,42500000
0,1,0,9100000,18300000,14,458,6100000,9200000,34100000,10000000,0.4972677595628415,49400000
4,1,1,400000,1500000,2,669,-100000,600000,900000,500000,0.26666666666666666,1400000
4,0,1,6800000,22100000,4,446,3700000,4600000,18900000,9200000,0.3076923076923077,27200000
1,1,1,8100000,26900000,6,522,23000000,2100000,18700000,4200000,0.30111524163568776,43800000
1,1,0,5200000,10500000,20,317,3000000,8000000,19300000,5300000,0.49523809523809526,30300000
3,1,1,8000000,24400000,14,399,19100000,5400000,20600000,11600000,0.32786885245901637,45100000
1,0,1,7400000,29500000,16,323,10000000,4400000,29400000,8100000,0.25084745762711863,43800000
0,1,0,8400000,19600000,18,530,17000000,3600000,24200000,12300000,0.42857142857142855,44800000
5,0,0,3600000,11600000,14,546,8500000,300000,12000000,4800000,0.3103448275862069,20800000
0,0,0,9100000,21100000,20,578,5900000,6200000,33700000,5600000,0.4312796208530806,45800000
1,1,0,300000,700000,10,745,0,0,900000,100000,0.42857142857142855,900000
4,1,0,4200000,15500000,18,794,7300000,700000,13400000,2200000,0.2709677419354839,21400000
1,0,0,3100000,10600000,14,665,6200000,800000,9500000,3900000,0.29245283018867924,16500000
1,0,0,2100000,6300000,16,882,3900000,2200000,7700000,2900000,0.3333333333333333,13800000
0,0,0,7300000,14500000,16,811,1000000,12400000,16100000,9600000,0.503448275862069,29500000
2,0,1,6500000,20900000,14,327,8200000,100000,22800000,4700000,0.31100478468899523,31100000
3,1,1,6400000,15200000,14,467,15500000,9100000,18400000,3200000,0.42105263157894735,43000000
0,1,1,1000000,4000000,10,620,2400000,1300000,3700000,1100000,0.25,7400000
0,0,1,5900000,22700000,18,855,13400000,6300000,14500000,4000000,0.2599118942731278,34200000
3,0,0,400000,1200000,12,861,200000,600000,1100000,200000,0.3333333333333333,1900000
3,0,0,6800000,21800000,10,556,16400000,9300000,19100000,5400000,0.3119266055045872,44800000
2,1,0,9900000,19900000,6,312,21400000,2200000,31400000,11000000,0.49748743718592964,55000000
0,1,0,9700000,37300000,20,701,12100000,16200000,24100000,10500000,0.26005361930294907,52400000
3,0,1,6700000,16400000,2,508,4400000,10900000,25300000,9200000,0.40853658536585363,40600000
0,1,1,9900000,38200000,6,573,17200000,10000000,20100000,5900000,0.2591623036649215,47300000
2,0,1,9100000,20900000,20,632,4200000,400000,30000000,13200000,0.4354066985645933,34600000
4,0,1,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0.3870967741935484,6900000
0,0,0,8600000,29000000,18,481,21200000,2600000,27700000,5400000,0.296551724137931,51500000
2,0,1,6900000,25300000,4,763,9000000,3600000,21300000,5500000,0.2727272727272727,33900000
1,1,1,2700000,5400000,6,413,4800000,1500000,6100000,2600000,0.5,12400000
0,0,1,6100000,19700000,16,678,13700000,2300000,19300000,5500000,0.3096446700507614,35300000
3,1,1,9900000,20400000,4,865,26300000,3600000,36500000,12800000,0.4852941176470588,66400000
0,1,0,9600000,38200000,8,421,1600000,14100000,33600000,13800000,0.2513089005235602,49300000
3,0,1,1500000,4100000,14,611,600000,2000000,4800000,2100000,0.36585365853658536,7400000
2,0,0,3200000,10400000,10,556,8200000,5600000,11500000,4500000,0.3076923076923077,25300000
3,0,0,8000000,18600000,20,565,1600000,8600000,22500000,9400000,0.43010752688172044,32700000
2,1,0,9000000,31000000,14,670,21300000,5400000,31100000,12900000,0.2903225806451613,57800000
1,1,0,6200000,19500000,20,448,3300000,7100000,22400000,8000000,0.31794871794871793,32800000
5,0,1,5700000,20500000,16,429,2800000,1900000,22400000,3900000,0.2780487804878049,27100000
3,0,1,7900000,29200000,4,399,23200000,5500000,30200000,6900000,0.2705479452054795,58900000
4,0,0,7500000,16200000,4,310,10800000,14300000,14900000,5800000,0.46296296296296297,40000000
5,1,0,4000000,14100000,18,653,5800000,4100000,9400000,5400000,0.28368794326241137,19300000
1,0,0,7900000,25700000,20,681,14900000,3000000,18100000,8800000,0.30739299610894943,36000000
2,1,1,7900000,22500000,6,571,8100000,5300000,17900000,8100000,0.3511111111111111,31300000
1,1,0,2600000,8500000,2,491,1700000,1800000,5300000,2600000,0.3058823529411765,8800000
1,1,0,8000000,30900000,2,315,23500000,1200000,19500000,7300000,0.2588996763754045,44200000
2,1,0,6300000,18600000,14,872,9900000,11900000,16100000,7500000,0.3387096774193548,37900000
2,1,1,8100000,24700000,6,595,5500000,14300000,27300000,6500000,0.32793522267206476,47100000
3,0,1,6600000,16000000,10,510,1200000,4800000,13300000,6300000,0.4125,19300000
2,1,0,9300000,32300000,4,586,14300000,6400000,37000000,10400000,0.28792569659442724,57700000
5,0,0,9400000,23700000,18,862,21500000,3500000,22400000,5600000,0.39662447257383965,47400000
3,0,1,2300000,8000000,8,300,4200000,3800000,7300000,1200000,0.2875,15300000
0,0,0,9600000,23200000,18,389,1000000,17600000,22200000,8800000,0.41379310344827586,40800000
0,0,0,8300000,21400000,2,662,6100000,12300000,24500000,10200000,0.3878504672897196,42900000
3,0,1,3000000,7100000,6,415,2000000,5700000,9500000,2500000,0.4225352112676056,17200000
4,1,1,3500000,10300000,10,337,9000000,5600000,10500000,4500000,0.33980582524271846,25100000
0,0,0,8800000,17500000,4,848,25400000,8200000,31600000,5100000,0.5028571428571429,65200000
3,1,0,2400000,8100000,6,630,5100000,2900000,9100000,2300000,0.2962962962962963,17100000
4,1,0,7200000,27400000,8,735,14100000,14200000,19400000,9500000,0.26277372262773724,47700000
1,0,0,1400000,5200000,12,730,2900000,0,3700000,700000,0.2692307692307692,6600000
0,0,1,5500000,17100000,8,353,400000,200000,17100000,5200000,0.3216374269005848,17700000
0,0,0,8400000,24300000,4,785,11900000,10100000,26600000,8500000,0.345679012345679,48600000
3,0,0,6100000,20700000,4,816,14900000,5400000,24200000,5900000,0.2946859903381642,44500000
5,1,0,6800000,18000000,12,690,17800000,11800000,25000000,9300000,0.37777777777777777,54600000
1,0,1,2100000,5200000,14,802,100000,600000,6400000,2500000,0.40384615384615385,7100000
3,0,1,7700000,18900000,2,583,9300000,3000000,16700000,9300000,0.4074074074074074,29000000
2,0,0,7800000,22200000,10,735,9700000,4600000,23000000,6900000,0.35135135135135137,37300000
1,0,0,1600000,4000000,10,615,2200000,2700000,5500000,1400000,0.4,10400000
4,0,0,7200000,19100000,4,774,9400000,7000000,17900000,3600000,0.3769633507853403,34300000
0,0,0,2000000,4700000,6,785,2900000,1800000,6700000,1700000,0.425531914893617,11400000
4,0,0,8000000,30100000,4,431,11900000,13800000,18800000,11500000,0.26578073089701,44500000
2,1,1,7000000,23800000,10,689,8400000,5400000,15700000,7800000,0.29411764705882354,29500000
3,1,1,8200000,16500000,18,371,19000000,1200000,18500000,8200000,0.49696969696969695,38700000
4,0,1,3900000,14300000,20,477,1000000,4600000,9100000,2900000,0.2727272727272727,14700000
3,0,1,500000,900000,12,538,0,700000,1500000,300000,0.5555555555555556,2200000
5,0,0,2300000,4900000,4,529,6200000,3900000,9200000,2000000,0.46938775510204084,19300000
0,0,1,7000000,26400000,14,610,14300000,0,13900000,5300000,0.26515151515151514,28200000
1,0,1,7900000,29200000,2,663,19600000,12100000,28600000,10100000,0.2705479452054795,60300000
3,1,0,5800000,12800000,20,335,4400000,3000000,15300000,8000000,0.453125,22700000
5,0,1,3500000,13500000,10,535,3100000,5700000,12500000,3100000,0.25925925925925924,21300000
0,1,1,1200000,3200000,2,678,1500000,1000000,3400000,900000,0.375,5900000
1,0,1,6100000,17800000,20,706,16000000,10900000,16900000,4300000,0.34269662921348315,43800000
4,1,0,1500000,3100000,6,885,100000,2800000,3800000,1900000,0.4838709677419355,6700000
4,1,1,6800000,13900000,8,479,11700000,9100000,25700000,9600000,0.4892086330935252,46500000
2,1,0,8100000,18500000,6,372,19100000,10200000,31000000,7900000,0.43783783783783786,60300000
4,1,1,300000,1100000,4,315,700000,100000,900000,100000,0.2727272727272727,1700000
5,0,1,6500000,18100000,10,360,15700000,10600000,20200000,6100000,0.35911602209944754,46500000
2,1,0,5400000,13800000,20,574,900000,9200000,10900000,3700000,0.391304347826087,21000000
4,1,0,1900000,4000000,10,388,500000,1400000,5600000,900000,0.475,7500000
2,1,0,4100000,16200000,6,546,3500000,3100000,15100000,3700000,0.25308641975308643,21700000
4,0,1,1200000,4600000,6,757,1900000,200000,4800000,1500000,0.2608695652173913,6900000
5,1,0,5200000,12200000,20,513,13400000,2000000,16800000,5400000,0.4262295081967213,32200000
3,1,0,5500000,12400000,8,580,800000,900000,19300000,7300000,0.4435483870967742,21000000
5,0,1,4400000,10600000,20,806,9700000,3600000,10800000,2500000,0.41509433962264153,24100000
1,1,1,3900000,7800000,14,349,11200000,500000,11800000,3600000,0.5,23500000
5,1,0,7600000,17500000,6,510,9100000,3500000,15700000,9800000,0.4342857142857143,28300000
4,1,1,9800000,21200000,20,355,22000000,8900000,31800000,14400000,0.46226415094339623,62700000
2,0,1,1800000,5500000,6,448,2900000,300000,5600000,1300000,0.32727272727272727,8800000
1,0,1,6600000,20700000,4,594,4800000,200000,26400000,8900000,0.3188405797101449,31400000
0,0,0,4600000,18100000,14,442,2800000,200000,15600000,3300000,0.2541436464088398,18600000
1,1,0,6000000,13600000,12,589,9000000,300000,12600000,7100000,0.4411764705882353,21900000
0,1,1,8800000,29800000,8,343,20000000,4900000,33300000,12200000,0.2953020134228188,58200000
1,1,0,4100000,12200000,6,354,7300000,5600000,16300000,3500000,0.3360655737704918,29200000
4,0,1,5500000,18900000,6,379,13900000,9100000,18500000,3100000,0.291005291005291,41500000
4,1,0,9900000,29100000,18,772,24100000,19400000,26800000,11700000,0.3402061855670103,70300000
3,1,0,8100000,21600000,4,740,22400000,3700000,16900000,9900000,0.375,43000000
4,0,1,8800000,27100000,2,406,16300000,6200000,26100000,5800000,0.3247232472324723,48600000
3,0,0,1000000,4000000,6,625,700000,100000,2800000,500000,0.25,3600000
4,0,1,300000,1100000,4,457,700000,100000,1100000,400000,0.2727272727272727,1900000
1,0,1,7600000,30000000,16,884,13300000,3600000,17200000,10800000,0.25333333333333335,34100000
3,0,0,1000000,2800000,4,757,2500000,100000,3800000,900000,0.35714285714285715,6400000
1,0,0,7900000,27100000,10,803,20000000,9800000,22200000,6600000,0.2915129151291513,52000000
2,0,1,3800000,14400000,2,301,2300000,1400000,7600000,2400000,0.2638888888888889,11300000
1,1,0,5900000,13000000,6,779,10800000,11600000,13100000,6600000,0.45384615384615384,35500000
1,1,1,1200000,4800000,6,344,2900000,1700000,3200000,1300000,0.25,7800000
5,0,0,2700000,7600000,8,746,900000,2200000,7200000,3400000,0.35526315789473684,10300000
4,0,0,5800000,12000000,12,811,9400000,8800000,14200000,3100000,0.48333333333333334,32400000
1,1,1,1400000,3300000,18,321,900000,1500000,3000000,700000,0.42424242424242425,5400000
2,0,0,1600000,3800000,10,837,3800000,1100000,5500000,1600000,0.42105263157894735,10400000
0,1,0,6600000,14100000,20,360,6800000,5100000,25400000,7800000,0.46808510638297873,37300000
1,0,0,800000,2300000,10,770,900000,900000,2900000,1100000,0.34782608695652173,4700000
1,1,1,4000000,15600000,12,436,10400000,2800000,14800000,3200000,0.2564102564102564,28000000
1,1,1,5200000,19300000,8,481,14300000,9500000,18800000,4200000,0.2694300518134715,42600000
4,1,1,3100000,8600000,14,427,3100000,3800000,9900000,3700000,0.36046511627906974,16800000
0,0,1,3000000,9600000,6,644,3900000,700000,10500000,3000000,0.3125,15100000
1,0,1,5200000,14300000,18,650,5400000,2300000,17600000,3600000,0.36363636363636365,25300000
1,1,0,6900000,20900000,4,574,3200000,1800000,25000000,5200000,0.33014354066985646,30000000
0,1,1,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0.34814814814814815,39900000
5,0,1,3900000,15500000,12,433,9500000,5400000,7900000,4600000,0.25161290322580643,22800000
2,0,1,8500000,25600000,16,714,11400000,14800000,17200000,5700000,0.33203125,43400000
1,0,1,6200000,16900000,2,396,10600000,7500000,23700000,7600000,0.3668639053254438,41800000
5,0,0,5300000,20500000,16,802,11200000,7100000,21100000,4100000,0.25853658536585367,39400000
2,0,0,3300000,11800000,4,393,5700000,3700000,6800000,2600000,0.2796610169491525,16200000
1,1,1,4600000,10100000,4,618,2200000,100000,12900000,4300000,0.45544554455445546,15200000
2,1,1,5100000,19700000,2,733,0,4500000,12900000,6200000,0.25888324873096447,17400000
5,1,0,7000000,18300000,4,418,18400000,11700000,21500000,7600000,0.3825136612021858,51600000
2,1,1,3000000,7100000,4,819,5400000,4800000,6000000,2100000,0.4225352112676056,16200000
2,1,0,7600000,16700000,20,692,9900000,9600000,25100000,7400000,0.4550898203592814,44600000
5,0,0,7500000,15800000,18,458,7800000,6500000,22400000,8400000,0.47468354430379744,36700000
5,0,0,3700000,14000000,2,469,3800000,600000,8000000,2800000,0.2642857142857143,12400000
3,0,0,2300000,5600000,18,420,1300000,600000,6700000,2100000,0.4107142857142857,8600000
3,0,1,6100000,21600000,16,428,2900000,6100000,15100000,7200000,0.2824074074074074,24100000
4,0,1,5300000,10700000,12,547,1000000,10200000,11600000,5700000,0.4953271028037383,22800000
2,0,0,4900000,16000000,12,710,8700000,7100000,10000000,5700000,0.30625,25800000
5,0,1,8200000,23500000,12,402,15100000,1500000,24300000,5800000,0.34893617021276596,40900000
1,0,0,2300000,7200000,8,453,3000000,2100000,8100000,3400000,0.3194444444444444,13200000
4,1,0,6500000,24000000,16,373,5600000,5100000,15600000,6700000,0.2708333333333333,26300000
0,1,1,2200000,7500000,10,497,2300000,2100000,5700000,1800000,0.29333333333333333,10100000
0,0,0,6500000,20200000,16,842,8300000,12200000,14300000,9600000,0.3217821782178218,34800000
3,1,0,2700000,10800000,6,480,4400000,0,10300000,3500000,0.25,14700000
5,0,0,7100000,27000000,20,592,5100000,9600000,20200000,7600000,0.26296296296296295,34900000
1,1,0,3900000,15100000,12,527,10600000,5100000,11100000,3800000,0.2582781456953642,26800000
0,1,1,5000000,14900000,12,575,12800000,1500000,12300000,6600000,0.33557046979865773,26600000
4,1,0,200000,500000,16,765,600000,100000,600000,100000,0.4,1300000
5,1,0,5400000,21100000,12,661,15800000,10400000,20100000,5400000,0.2559241706161137,46300000
4,0,1,700000,2400000,14,705,0,100000,2000000,700000,0.2916666666666667,2100000
2,1,0,8500000,18900000,18,478,23800000,16300000,25900000,11400000,0.4497354497354497,66000000
0,0,0,5800000,21100000,6,414,7900000,2400000,16000000,5600000,0.27488151658767773,26300000
0,0,0,3700000,12300000,16,831,8000000,2200000,11200000,2400000,0.3008130081300813,21400000
1,0,1,3500000,7200000,2,865,4100000,3200000,11900000,4200000,0.4861111111111111,19200000
2,1,1,5400000,14800000,6,724,1000000,400000,13100000,5400000,0.36486486486486486,14500000
0,1,0,6600000,25600000,8,718,12600000,12200000,21700000,9000000,0.2578125,46500000
4,1,0,900000,3300000,10,649,0,400000,1800000,1200000,0.2727272727272727,2200000
1,1,0,8900000,28400000,6,709,21600000,5500000,26200000,7900000,0.31338028169014087,53300000
5,0,1,5400000,21200000,20,734,7300000,1800000,11500000,7500000,0.25471698113207547,20600000
2,0,1,800000,2300000,12,342,2200000,1300000,1800000,800000,0.34782608695652173,5300000
5,1,0,4800000,15500000,10,812,9500000,1500000,17800000,3500000,0.3096774193548387,28800000
2,0,0,6500000,14100000,14,577,4600000,12000000,25100000,3900000,0.46099290780141844,41700000
5,1,1,1400000,5100000,4,348,2100000,900000,4000000,1300000,0.27450980392156865,7000000
5,0,1,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0.4236111111111111,35800000
5,0,1,3700000,10000000,20,709,8000000,800000,12000000,2200000,0.37,20800000
5,1,0,5300000,14600000,16,855,4200000,1600000,11200000,7400000,0.363013698630137,17000000
3,0,0,7500000,22200000,8,741,6600000,6900000,17600000,11000000,0.33783783783783783,31100000
2,1,0,4400000,12000000,20,421,9300000,2700000,15700000,3400000,0.36666666666666664,27700000
1,0,0,4100000,8400000,20,608,1400000,8000000,10000000,4400000,0.4880952380952381,19400000
0,0,1,900000,3100000,4,355,1700000,100000,3000000,500000,0.2903225806451613,4800000
1,1,1,700000,2700000,20,669,100000,1000000,2600000,500000,0.25925925925925924,3700000
4,0,0,1200000,3300000,2,564,2200000,500000,4700000,1100000,0.36363636363636365,7400000
4,0,0,6200000,12400000,20,547,14200000,10800000,17200000,8000000,0.5,42200000
4,1,0,300000,1000000,10,819,700000,300000,900000,200000,0.3,1900000
0,0,1,1000000,2800000,12,616,700000,700000,3900000,700000,0.35714285714285715,5300000
0,1,1,4500000,16900000,8,773,6300000,6800000,14000000,6000000,0.26627218934911245,27100000
3,1,0,7000000,18400000,18,837,2800000,7900000,15400000,5700000,0.3804347826086957,26100000
2,1,0,1500000,4200000,16,771,2500000,800000,5700000,1100000,0.35714285714285715,9000000
4,1,0,8900000,21100000,6,631,4200000,200000,25800000,6200000,0.4218009478672986,30200000
2,0,0,8100000,20800000,18,778,4100000,15500000,16700000,10600000,0.3894230769230769,36300000
4,0,1,5600000,13000000,4,899,10500000,9100000,11400000,6400000,0.4307692307692308,31000000
4,0,1,8900000,26300000,10,369,23900000,7000000,27400000,12100000,0.33840304182509506,58300000
4,1,1,9100000,33000000,8,543,15700000,14400000,19500000,11200000,0.27575757575757576,49600000
1,0,1,5100000,15300000,4,628,6900000,3300000,17600000,2700000,0.3333333333333333,27800000
0,1,1,3200000,7400000,18,780,4200000,2600000,9000000,2800000,0.43243243243243246,15800000
2,1,0,5700000,20400000,2,630,3000000,3100000,22600000,2900000,0.27941176470588236,28700000
5,0,0,1400000,4100000,14,880,3700000,1800000,2800000,2100000,0.34146341463414637,8300000
1,0,0,5000000,18800000,14,325,13100000,5700000,12800000,4300000,0.26595744680851063,31600000
3,0,0,6500000,16800000,10,388,9500000,800000,14900000,7200000,0.3869047619047619,25200000
5,1,0,5800000,17500000,10,719,5800000,1900000,12400000,3100000,0.3314285714285714,20100000
2,1,0,6800000,14800000,14,803,11300000,3300000,19600000,6600000,0.4594594594594595,34200000
1,0,1,2100000,4300000,20,896,100000,2300000,7500000,2300000,0.4883720930232558,9900000
4,0,0,4800000,12000000,6,441,8400000,1300000,18200000,3200000,0.4,27900000
2,0,1,9200000,25300000,4,827,25900000,15900000,19300000,11000000,0.36363636363636365,61100000
4,1,0,4500000,9800000,16,895,9800000,8200000,13900000,5500000,0.45918367346938777,31900000
5,1,1,4800000,16400000,14,390,8400000,2400000,9500000,4000000,0.2926829268292683,20300000
5,1,1,9200000,23600000,12,656,1400000,11200000,36400000,4900000,0.3898305084745763,49000000
4,0,1,5100000,15700000,6,867,11200000,8300000,19200000,3600000,0.3248407643312102,38700000
0,0,0,9300000,20300000,14,759,27000000,11600000,26500000,10900000,0.458128078817734,65100000
5,1,0,3800000,10500000,10,759,1800000,6700000,8100000,5300000,0.3619047619047619,16600000
4,0,1,6900000,20200000,18,438,9600000,6200000,26800000,5700000,0.3415841584158416,42600000
3,1,1,4000000,11600000,6,539,5900000,2600000,12100000,4700000,0.3448275862068966,20600000
2,0,0,3800000,9400000,16,383,8300000,500000,9200000,2300000,0.40425531914893614,18000000
1,1,0,7300000,19200000,14,599,18400000,5400000,15900000,3700000,0.3802083333333333,39700000
2,0,0,200000,700000,8,851,400000,200000,800000,200000,0.2857142857142857,1400000
1,1,1,8000000,28100000,18,725,1900000,12800000,23000000,7500000,0.2846975088967972,37700000
3,0,0,2900000,11500000,16,843,2300000,2600000,10700000,4300000,0.25217391304347825,15600000
4,0,0,9900000,28400000,10,763,23700000,12700000,35800000,5800000,0.3485915492957746,72200000
2,1,0,8400000,26300000,4,419,22900000,7900000,29200000,6200000,0.3193916349809886,60000000
5,0,1,400000,800000,2,759,100000,500000,1300000,300000,0.5,1900000
0,1,1,1700000,5400000,8,682,2400000,1000000,3900000,2100000,0.3148148148148148,7300000
5,1,0,7000000,21800000,4,631,8100000,7100000,14600000,10000000,0.3211009174311927,29800000
5,1,1,400000,1400000,4,483,1100000,700000,800000,100000,0.2857142857142857,2600000
3,1,1,9200000,28900000,8,538,13900000,8300000,32400000,4900000,0.31833910034602075,54600000
0,1,1,9200000,34900000,4,702,16900000,16000000,24100000,9800000,0.2636103151862464,57000000
4,0,1,3100000,11500000,14,785,3200000,3100000,9100000,4200000,0.26956521739130435,15400000
4,1,1,2300000,7700000,16,589,6000000,4400000,6300000,2300000,0.2987012987012987,16700000
1,1,0,4100000,15800000,12,431,9700000,7300000,15200000,5700000,0.25949367088607594,32200000
4,0,1,3800000,14300000,4,645,1300000,1100000,10900000,4600000,0.26573426573426573,13300000
0,1,0,4600000,14400000,14,642,10100000,8700000,11100000,4800000,0.3194444444444444,29900000
4,1,1,2100000,5500000,18,349,100000,0,6600000,2000000,0.38181818181818183,6700000
3,0,0,500000,1000000,20,501,800000,800000,900000,200000,0.5,2500000
3,1,0,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0.4117647058823529,45300000
3,1,0,4500000,11700000,18,775,8700000,2800000,12700000,4500000,0.38461538461538464,24200000
0,1,0,3800000,13300000,6,655,9600000,0,8600000,2600000,0.2857142857142857,18200000
3,1,1,6000000,12500000,18,851,14600000,5000000,16800000,5000000,0.48,36400000
1,0,1,2000000,5600000,14,569,5000000,1100000,7900000,1600000,0.35714285714285715,14000000
1,0,1,3800000,8800000,12,670,5200000,4700000,12200000,3800000,0.4318181818181818,22100000
2,1,0,9600000,25900000,18,647,11800000,9900000,35600000,11500000,0.37065637065637064,57300000
4,0,1,4900000,12800000,2,691,200000,4900000,14700000,7000000,0.3828125,19800000
3,1,0,3700000,8500000,20,853,8300000,5700000,7500000,4900000,0.43529411764705883,21500000
0,0,0,3100000,10400000,18,622,1300000,5000000,7200000,1600000,0.2980769230769231,13500000
5,1,1,1700000,4600000,12,503,900000,2200000,4800000,1200000,0.3695652173913043,7900000
4,0,1,9800000,29700000,4,373,11100000,5500000,37800000,10000000,0.32996632996632996,54400000
2,1,0,8700000,28000000,12,543,16900000,6000000,22900000,6700000,0.3107142857142857,45800000
3,1,0,7400000,23400000,16,700,19300000,3000000,20700000,8900000,0.3162393162393162,43000000
3,0,0,4900000,12800000,14,653,7300000,1000000,13000000,7200000,0.3828125,21300000
3,0,0,2400000,5900000,2,425,1100000,500000,7400000,2500000,0.4067796610169492,9000000
4,1,1,4900000,15900000,10,668,10800000,8300000,14900000,2800000,0.3081761006289308,34000000
4,0,1,4700000,13000000,6,552,5600000,8300000,11900000,2400000,0.36153846153846153,25800000
4,0,0,4300000,11500000,20,337,11100000,6000000,17000000,5200000,0.3739130434782609,34100000
1,0,0,7700000,27300000,8,509,10100000,2200000,20200000,10800000,0.28205128205128205,32500000
1,1,0,6600000,19700000,12,758,16000000,4400000,18800000,9500000,0.3350253807106599,39200000
5,0,1,7400000,17100000,2,441,14700000,1600000,20600000,10800000,0.4327485380116959,36900000
4,0,0,3200000,12200000,14,683,-100000,1100000,7500000,2900000,0.26229508196721313,8500000
0,1,0,800000,2400000,2,716,700000,1200000,3100000,400000,0.3333333333333333,5000000
3,1,0,1300000,3300000,8,795,1400000,800000,4600000,1600000,0.3939393939393939,6800000
0,0,0,7900000,28600000,18,541,400000,3900000,22300000,6700000,0.2762237762237762,26600000
3,0,1,7000000,24200000,2,354,18200000,7000000,15900000,7900000,0.2892561983471074,41100000
4,0,0,600000,1600000,20,869,1400000,1000000,1700000,200000,0.375,4100000
